,date_01,Time (GPS s),Velocity forward (m/s),Velocity lateral (m/s),Speed horizontal (m/s),Acceleration forward (m/s2),Acceleration lateral (m/s2),Acceleration down (m/s2),Acceleration filtered forward (m/s2),Acceleration filtered lateral (m/s2),Acceleration filtered down (m/s2),date,jerkRT,speedOpt,accLongOptFilt,accLatOptFilt,jerkOptFilt,speedOptKPH
1473,1900-01-01 12:18:49,1368414927,26.78959617,0.11483666,96.44343226,-0.435130507,0.001913142,-9.432139865,0.023309675,-0.116586582,-9.852186072,15:09.1,0.00829937,96.42041709889551,-0.029478606237437494,-0.007379888323296093,0.010669741730538564,347.11350155602383
1474,1900-01-01 12:18:50,1368414927,26.79014971,0.112978987,96.44539655,0.613863106,-0.106396926,-10.65859206,0.069087355,-0.153780208,-10.06057881,15:09.2,0.030541787,96.41677686314061,-0.02890593765261108,-0.015922966646594462,0.010465218751099533,347.10039670730623
1475,1900-01-01 12:18:51,1368414927,26.78693544,0.10593614,96.43372169,-0.874260211,0.110645236,-8.955315915,-0.01116592,-0.174039087,-10.0218281,15:09.3,0.007819476,96.41351007909776,-0.0283192203332077,-0.024533777343139135,0.010241774135774246,347.08863628475194
1476,1900-01-01 12:18:52,1368414927,26.78819348,0.10147431,96.43818841,0.123555771,0.094308041,-9.944705992,0.000726771,-0.109965707,-10.11886113,15:09.4,-0.105653379,96.41060822479088,-0.027720376315249526,-0.03320965531402936,0.010000294719761159,347.07818960924715
1477,1900-01-01 12:18:53,1368414928,26.79045795,0.09444709,96.44624794,0.040647956,0.10838673,-9.652796111,0.052876866,-0.108806088,-9.89117386,15:09.5,-0.050139857,96.40806210595431,-0.02711130936172563,-0.041947874631495366,0.009741658745240672,347.06902358143554
1478,1900-01-01 12:18:54,1368414928,26.79239489,0.082836666,96.45308262,-0.145465359,0.209963089,-9.50458554,0.017088705,-0.111779138,-9.55332493,15:09.6,0.03498214,96.40586188742184,-0.02649390319599378,-0.05074565137309355,0.0094667335898575,347.06110279471864
1479,1900-01-01 12:18:55,1368414928,26.79125801,0.0809426,96.448969,0.203273864,-0.130504932,-9.780689934,-0.030345053,-0.010481287,-9.337588137,15:09.7,-0.096802642,96.4039971242948,-0.025870019092010883,-0.05960014733817718,0.009176373844183065,347.0543896474613
1480,1900-01-01 12:18:56,1368414928,26.79714629,0.080140285,96.47015805,0.197477027,-0.227012502,-9.771897288,0.038126631,0.040182128,-9.334585358,15:09.8,-0.049168751,96.40245679284169,-0.025241493351852506,-0.06850847477954676,0.008871419755779677,347.0488444542301
1481,1900-01-01 12:18:57,1368414928,26.79892598,0.08403693,96.47660786,-0.041640334,-0.090343342,-9.313687734,-0.01358364,0.013912898,-9.259929869,15:09.9,0.003869077,96.40122932107394,-0.02461013517440649,-0.07746770185311679,0.008552696015954517,347.0444255558662
1482,1900-01-01 12:18:58,1368414928,26.80083285,0.092415499,96.48357187,-0.37281163,-0.273056167,-8.971233218,-0.029615365,0.006847368,-9.592338527,15:10.0,-0.101906115,96.40030261893503,-0.023977725231202066,-0.08647485816728775,0.008221010911139547,347.0410894281661
1483,1900-01-01 12:18:59,1368414928,26.79968174,0.102248659,96.47955647,0.715855862,-0.396313059,-10.71420372,0.050412184,-0.025649605,-9.911218244,15:10.1,-0.045559859,96.39966410802992,-0.023346014880347137,-0.09552693986445639,0.007877155863930311,347.03879078890776
1484,1900-01-01 12:19:00,1368414928,26.79681441,0.099139037,96.46919207,-0.716795639,-0.279337122,-9.618089132,-0.059799456,-0.088045969,-10.1391659,15:10.2,0.02045587,96.39930075082945,-0.02271672569347251,-0.10462091384458153,0.007521905374255769,347.03748270298604
1485,1900-01-01 12:19:01,1368414928,26.79025016,0.091421026,96.44546213,0.010985823,-0.12714182,-10.45373294,-0.034325082,-0.148582389,-10.61077135,15:10.3,-0.163158458,96.39919907931845,-0.022091549128719704,-0.11375372079769941,0.007156017370535048,347.03711668554644
1486,1900-01-01 12:19:02,1368414928,26.79068799,0.079580408,96.44690227,0.137204526,-0.144754287,-10.12918461,0.013308214,-0.20190137,-10.4957575,15:10.4,-0.097399304,96.39934522310733,-0.021472146160482958,-0.12292227690353591,0.006780233984131179,347.03764280318643
1487,1900-01-01 12:19:03,1368414929,26.78961121,0.078779074,96.44301733,-0.115010977,-0.205019542,-9.591062283,-0.036051349,-0.134808645,-9.86141805,15:10.5,0.042378503,96.39972493706894,-0.02086014650728961,-0.13212347445067774,0.006395282816535729,347.0390097734482
1488,1900-01-01 12:19:04,1368414929,26.78775449,0.083018351,96.43637926,-0.072702767,-0.218946337,-9.149566474,-0.10631029,-0.095205623,-9.45522778,15:10.6,-0.027381283,96.40032362857387,-0.02025714741808634,-0.14135418180789341,0.006001878775260421,347.04116506286596
1489,1900-01-01 12:19:05,1368414929,26.77738899,0.090574497,96.39915181,-0.126459028,-0.307420553,-8.912318013,-0.000476286,-0.11791785,-9.231827676,15:10.7,0.053879849,96.40112638438532,-0.0196647122785904,-0.1506112429762895,0.0056007263882260645,347.0440549837872
1490,1900-01-01 12:19:06,1368414929,26.77999394,0.093438739,96.408565,-0.23568716,-0.204135038,-9.789787467,-0.051269749,-0.203634404,-9.265331482,15:10.8,0.136756151,96.40211799727513,-0.019084369031679784,-0.15989147666715667,0.0051925223368270036,347.04762479019047
1491,1900-01-01 12:19:07,1368414929,26.77171487,0.087275884,96.37868567,-0.051361815,-0.226738059,-9.621463288,0.002871598,-0.259232498,-9.988837666,15:10.9,0.102011839,96.40328299244891,-0.018517608098454284,-0.16919167476111216,0.004777957911160079,347.0518187728161
1492,1900-01-01 12:19:08,1368414929,26.77425346,0.081356275,96.38775743,-0.060066838,-0.075737791,-10.57228864,0.028265116,-0.251776975,-10.17701644,15:11.0,0.071374118,96.40460565388723,-0.017965879527502754,-0.17850860012582406,0.004357721102914014,347.05658035399404
1493,1900-01-01 12:19:09,1368414929,26.77571379,0.077527466,96.39297369,-0.121384994,-0.051886627,-9.879100989,-0.033870604,-0.191038315,-10.15378066,15:11.1,0.078750413,96.40607005070102,-0.017430589329919196,-0.18783898399376978,0.003932498117849562,347.0618521825237
1494,1900-01-01 12:19:10,1368414929,26.77697207,0.080926001,96.39753968,0.191004666,-0.419143719,-10.06697725,0.029095867,-0.137821931,-9.993366273,15:11.2,0.006772719,96.4076600635674,-0.016913095175049506,-0.19717952326100185,0.003502974250664806,347.06757622884265
1495,1900-01-01 12:19:11,1368414929,26.77734958,0.0761211,96.398848,-0.065792733,-0.310223838,-9.556673364,-0.009467784,-0.208982779,-9.601172322,15:11.3,0.022823232,96.40935941127174,-0.01641470173501057,-0.20652687794144442,0.003069834216634798,347.0736938805783
1496,1900-01-01 12:19:12,1368414929,26.78279154,0.06071312,96.41829729,0.137015003,-0.014597224,-9.521491883,0.039820046,-0.340234096,-9.460000462,15:11.4,0.015616067,96.41115167734748,-0.015936656012360505,-0.21587766863485738,0.0026337620986430495,347.08014603845095
1497,1900-01-01 12:19:13,1368414930,26.78495272,0.05815623,96.42605708,0.10872651,0.150111425,-9.570195789,-0.001910613,-0.251958644,-9.31158447,15:11.5,0.006031285,96.41302033678687,-0.015480142963809935,-0.2252284737895004,0.0021954410604191053,347.08687321243275
1498,1900-01-01 12:19:14,1368414930,26.78732525,0.059945216,96.43461237,0.020826727,0.091855206,-9.561651653,0.019128358,-0.210946533,-9.529193322,15:11.6,0.064367693,96.41494878278017,-0.01504628163802038,-0.23457582709077887,0.0017555529193430802,347.09381561800865
1499,1900-01-01 12:19:15,1368414930,26.78637955,0.068126172,96.43127824,-0.049770659,-0.288496483,-10.08034784,-0.008287027,-0.152816199,-9.780688547,15:11.7,0.102923359,96.41692035342784,-0.014636121936669794,-0.24391621584827644,0.0013147775850663823,347.1009132723402
1500,1900-01-01 12:19:16,1368414930,26.79039954,0.072488411,96.44579141,-0.031986508,-0.381339819,-10.23809135,0.033946396,-0.133930402,-10.17844002,15:11.8,0.057703756,96.41891835837319,-0.014250641941553621,-0.2532460809885009,0.0008737922718245058,347.1081060901435
1501,1900-01-01 12:19:17,1368414930,26.79159387,0.072122222,96.45008741,0.05903859,-0.190632622,-10.65343936,0.060773559,-0.198536539,-10.28837444,15:11.9,-0.029584748,96.42092610531867,-0.013890745568697392,-0.26256181839460135,0.00043327034364507526,347.11533397914724
1502,1900-01-01 12:19:18,1368414930,26.79931734,0.070318306,96.47787452,-0.076295682,0.021835211,-9.883082586,0.080059232,-0.242782226,-10.0915302,15:12.0,-0.062839843,96.42292692639502,-0.013557260317841933,-0.27185978084183304,-6.120249930172956e-06,347.1225369350221
1503,1900-01-01 12:19:19,1368414930,26.80425203,0.071183,96.49564759,0.149679847,-0.113429595,-9.591170032,-0.005137732,-0.24127299,-9.536967669,15:12.1,-0.113431261,96.42490420433549,-0.013250935060212507,-0.2811362801721523,-0.00044371877587423076,347.1296551356078
1504,1900-01-01 12:19:20,1368414930,26.80029577,0.073166104,96.48142431,0.115393188,-0.261803234,-9.259670363,-0.013605685,-0.220866307,-9.245045379,15:12.2,-0.082553776,96.42684139837883,-0.012972437960164509,-0.29038759003674564,-0.000878873431649588,347.1366290341638
1505,1900-01-01 12:19:21,1368414930,26.802053,0.074916285,96.48776771,0.122012403,-0.397879721,-9.614688145,-0.023574789,-0.200736982,-9.277910683,15:12.3,0.004369147,96.42872206981455,-0.012722354741742877,-0.29960994962676746,-0.001310942669319512,347.1433994513324
1506,1900-01-01 12:19:22,1368414930,26.8033926,0.075956819,96.49260081,0.158374953,-0.280072954,-9.730865828,0.004863483,-0.279456701,-9.599783636,15:12.4,0.084502586,96.43052990711207,-0.012501187594022687,-0.30879956830198374,-0.0017392960180746709,347.14990766560345
1507,1900-01-01 12:19:23,1368414931,26.80951544,0.078784877,96.51467232,-0.000746858,-0.110715756,-9.835589816,0.053415532,-0.297686164,-9.920038779,15:12.5,0.09307639,96.43224875061355,-0.012309354955641002,-0.3179526306526859,-0.002163314562873218,347.1560955022088
1508,1900-01-01 12:19:24,1368414931,26.81120981,0.081131785,96.52079723,0.07766648,-0.326325134,-10.0640128,0.025875115,-0.319683307,-10.01813917,15:12.6,-0.009833266,96.43386261677503,-0.012147192234193131,-0.32706530172445086,-0.002582391423707512,347.1619054203901
1509,1900-01-01 12:19:25,1368414931,26.81831417,0.074582694,96.54630437,0.162909818,-0.39774684,-9.812825972,0.039884054,-0.349669851,-10.03503428,15:12.7,-0.076129361,96.43535572190993,-0.012014953347453554,-0.33613373252493034,-0.002995932520057143,347.1672805988758
1510,1900-01-01 12:19:26,1368414931,26.81644919,0.072397051,96.5395689,-0.043934402,-0.498980309,-9.47953875,0.016011863,-0.3238731,-9.656906768,15:12.8,-0.093679866,96.43671250535965,-0.011912812954749717,-0.3451540659271458,-0.0034033576198522326,347.17216501929477
1511,1900-01-01 12:19:27,1368414931,26.81412673,0.070885177,96.53119352,-0.17194297,-0.448555577,-9.187495074,-0.044556434,-0.312886975,-9.561806473,15:12.9,-0.156337455,96.43791765200965,-0.011840869299853885,-0.354122442714966,-0.00380410139019335,347.17650354723474
1512,1900-01-01 12:19:28,1368414931,26.81491621,0.066390502,96.53399422,0.048684621,-0.140198226,-9.51638421,0.026706088,-0.341372287,-9.717694343,15:13.0,-0.132160863,96.43895611409478,-0.01179914747339657,-0.36303500733420446,-0.004197614073206364,347.1802420107412
1513,1900-01-01 12:19:29,1368414931,26.8080532,0.068749723,96.50930887,-0.172042973,-0.239259705,-9.511931293,-0.041095307,-0.314010458,-9.687294038,15:13.1,-0.063483648,96.43981313228412,-0.01178760271320729,-0.3718879132207548,-0.004583361486510172,347.1833272762228
1514,1900-01-01 12:19:30,1368414931,26.80489776,0.071392312,96.4979742,-0.086165576,-0.422223339,-9.914315903,-0.04948298,-0.323364405,-9.921116382,15:13.2,-0.141683745,96.44047425607963,-0.011806123402183236,-0.3806773280757156,-0.004960824201686931,347.18570732188664
1515,1900-01-01 12:19:31,1368414931,26.8022286,0.065444562,96.4883106,-0.155441525,-0.147994538,-10.17531769,-0.026781967,-0.415070508,-10.08799382,15:13.3,-0.115042861,96.44092536359629,-0.011854533590352654,-0.38939943959759266,-0.0053294958990369274,347.1873313089467
1516,1900-01-01 12:19:32,1368414931,26.79829658,0.068056904,96.4741788,-0.045745313,-0.203058948,-10.00738314,-0.065246252,-0.314587973,-9.980691791,15:13.4,0.062211184,96.44115268081501,-0.01193259491675656,-0.39805046192718774,-0.005688880958787577,347.18814965093406
1517,1900-01-01 12:19:33,1368414932,26.78547603,0.072046466,96.42806251,-0.015200301,-0.523973376,-10.07833429,-0.094287838,-0.284948811,-9.98531929,15:13.5,0.08331724,96.44114280041053,-0.012040007846593597,-0.40662664289346284,-0.006038491408418468,347.1881140814779
1518,1900-01-01 12:19:34,1368414932,26.78397959,0.077828795,96.42273361,-0.008370477,-0.811799386,-10.16046676,-0.035144242,-0.343814593,-10.15787225,15:13.6,0.114104802,96.44088270027144,-0.012176412295807007,-0.41512427205730895,-0.0063778435245240355,347.1871777209772
1519,1900-01-01 12:19:35,1368414932,26.7840583,0.073594675,96.42297389,-0.061794289,-0.495299361,-9.957789941,0.00677714,-0.451060991,-10.14756378,15:13.7,0.20123346,96.44035976185454,-0.012341387858227838,-0.4235396891167275,-0.006706454559693202,347.18529514267635
1520,1900-01-01 12:19:36,1368414932,26.78216346,0.069346109,96.41611167,-0.122648254,-0.525150084,-9.791486418,0.000275154,-0.507143208,-9.947033591,15:13.8,0.122423597,96.43956178851934,-0.01253445382258708,-0.4318692918037697,-0.0070238400575389475,347.1824224386696
1521,1900-01-01 12:19:37,1368414932,26.78471847,0.059638243,96.42522552,0.093186059,-0.614818598,-9.426898591,0.021801428,-0.522377423,-9.640778723,15:13.9,0.042387085,96.43847702394494,-0.012755069006765082,-0.440109542638771,-0.0073295120726828075,347.1785172862018
1522,1900-01-01 12:19:38,1368414932,26.78644159,0.053385745,96.43138125,-0.100609357,-0.434561539,-9.088687017,0.019897942,-0.442902688,-9.328791139,15:14.0,0.11188656,96.4370941706717,-0.01300263135559965,-0.44825697451527174,-0.0076229784017116595,347.1735390144181
1523,1900-01-01 12:19:39,1368414932,26.78610414,0.058639433,96.43020597,0.009646211,-0.542018573,-9.256399722,-0.026906424,-0.339090494,-9.246424429,15:14.1,0.092380475,96.4354024087664,-0.013276477330603777,-0.4563081953720111,-0.00790374272930306,347.16744867155904
1524,1900-01-01 12:19:40,1368414932,26.78903331,0.068824884,96.44083819,0.012553354,-0.307845135,-9.85817786,0.040926407,-0.350394387,-9.596427648,15:14.2,0.023494571,96.4333914145834,-0.013575881189158432,-0.46425989219999964,-0.008171305536314238,347.1602090925002
1525,1900-01-01 12:19:41,1368414932,26.79587595,0.076798418,96.46554962,-0.016500492,-0.413662778,-10.20416031,0.078012447,-0.39114006,-9.853886658,15:14.3,0.067551244,96.43105137957916,-0.01390005422123375,-0.4721088346797264,-0.008425165674803456,347.15178496648497
1526,1900-01-01 12:19:42,1368414932,26.79841768,0.081213632,96.47474665,0.149602415,-0.561895765,-10.14650171,0.03644461,-0.470601495,-9.923701022,15:14.4,0.026476267,96.42837302911832,-0.014248144009893743,-0.4798518788143534,-0.008664822530875589,347.14214290482596
1527,1900-01-01 12:19:43,1368414933,26.80250344,0.07795006,96.48942046,0.057601665,-0.662383412,-10.04297282,0.02874933,-0.539939073,-9.879332701,15:14.5,-0.141238542,96.42534764118,-0.01461923385744087,-0.48748597078477035,-0.008889778654260237,347.131251508248
1528,1900-01-01 12:19:44,1368414933,26.80379794,0.075439229,96.49405478,-0.0242857,-0.497599251,-9.437471607,0.031793431,-0.531961709,-9.740485658,15:14.6,-0.164444954,96.42196706484684,-0.015012342581965762,-0.4950081508875177,-0.00909954264754038,347.1190814334486
1529,1900-01-01 12:19:45,1368414933,26.80558227,0.069044517,96.50041629,-0.055841102,-0.226562959,-9.711935692,0.008702819,-0.536166456,-9.615582951,15:14.7,-0.105389471,96.41822373845915,-0.015426424812608776,-0.5024155572151924,-0.009293631955677133,347.10560545845294
1530,1900-01-01 12:19:46,1368414933,26.80148207,0.069646303,96.48566122,0.055262691,-0.26678356,-9.580574516,-0.031002507,-0.491744169,-9.662337544,15:14.8,-0.085297479,96.41411070733437,-0.0158603716926523,-0.5097054290693983,-0.009471575133052376,347.09079854640373
1531,1900-01-01 12:19:47,1368414933,26.80081557,0.07400435,96.48330387,-0.048414178,-0.440958215,-9.909310281,-0.01898539,-0.463136551,-9.842618731,15:14.9,-0.055239646,96.40962164098278,-0.016313011771317554,-0.5168751106637718,-0.009632913346607576,347.07463790753803
1532,1900-01-01 12:19:48,1368414933,26.8002809,0.076407033,96.48140334,0.025897687,-0.393163863,-9.942191432,-0.02121014,-0.508246858,-10.04947467,15:15.0,-0.009922722,96.40475084978544,-0.01678311195972106,-0.5239220557980425,-0.009777201151884502,347.0571030592276
1533,1900-01-01 12:19:49,1368414933,26.79932842,0.076433303,96.47797471,0.0050963,-0.473349915,-10.01812105,-0.003544577,-0.581491322,-10.02176072,15:15.1,0.029323768,96.39949330112837,-0.017269378558129444,-0.530843833753307,-0.009904006740559967,347.0381758840621
1534,1900-01-01 12:19:50,1368414933,26.79983793,0.077157192,96.47981641,-0.122465381,-0.576028872,-9.954025907,-0.011198818,-0.57290952,-9.870943498,15:15.2,0.022411716,96.39384463499108,-0.017770458378629433,-0.5376381362156014,-0.01001291190314791,347.0178406859679
1535,1900-01-01 12:19:51,1368414933,26.79859203,0.081491044,96.47537734,0.096569134,-0.697506858,-9.684785564,-0.021023592,-0.505156653,-9.746082453,15:15.3,-0.067725836,96.38780117897706,-0.01828493993353016,-0.5443027848749385,-0.010103511933653343,346.9960842443174
1536,1900-01-01 12:19:52,1368414933,26.79244124,0.085950179,96.45328477,-0.138473855,-0.687527817,-9.518147413,0.000359463,-0.52566855,-9.692548733,15:15.4,-0.082726856,96.38135996276432,-0.018811354619811926,-0.5508357392709184,-0.010175415590946398,346.97289586595156
1537,1900-01-01 12:19:53,1368414934,26.79076414,0.087380977,96.44726391,-0.076109489,-0.801500018,-9.495753173,-0.018143277,-0.587280072,-9.640708873,15:15.5,0.169857962,96.37451873196207,-0.01934817783719023,-0.5572351043657796,-0.010228245068160221,346.9482674350635
1538,1900-01-01 12:19:54,1368414934,26.78482861,0.081144942,96.42582549,-0.018722748,-0.510972611,-9.726514822,-0.074337277,-0.693753957,-9.758274559,15:15.6,0.042987178,96.3672759613826,-0.01989382996683345,-0.563499137367094,-0.010261635918459792,346.9221934609774
1539,1900-01-01 12:19:55,1368414934,26.7796668,0.082592836,96.40725899,0.050568717,-0.623407401,-10.11585764,-0.023132975,-0.634493661,-10.04523606,15:15.7,-0.181225254,96.3596308677659,-0.020446677118030762,-0.5696262535759723,-0.010275237067788654,346.89467112395727
1540,1900-01-01 12:19:56,1368414934,26.7998145,0.089311271,96.47986792,0.258677544,-0.674111905,-9.661497638,0.160768527,-0.502927239,-9.789585563,15:15.8,0.104778805,96.35158342200161,-0.021005031691179343,-0.5756150313831401,-0.010268711064035766,346.8657003192058
1541,1900-01-01 12:19:57,1368414934,26.79096573,0.093906364,96.4480691,0.1166828,-0.720364996,-9.194139582,-0.138445478,-0.57358746,-9.078638645,15:15.9,0.260032307,96.34313436085637,-0.02156715310498644,-0.5814642166849643,-0.010241734515233025,346.83528369908294
1542,1900-01-01 12:19:58,1368414934,26.78495907,0.08713157,96.42636284,0.198214505,-0.485577842,-9.642045901,-0.06056359,-0.780821982,-9.648062919,15:16.0,-0.066400493,96.3342851981367,-0.022131249228183453,-0.5871727268353768,-0.010193998717825179,346.80342671329214
1543,1900-01-01 12:19:59,1368414934,26.78707869,0.088297441,96.43400717,-0.084812207,-0.693623556,-9.77096484,0.072861841,-0.738785917,-10.15927335,15:16.1,-0.031572278,96.32503823517943,-0.022695478936929674,-0.5927396541131668,-0.010125210730071289,346.770137646646
1544,1900-01-01 12:20:00,1368414934,26.79378512,0.096333694,96.45824985,-0.022320992,-0.723082303,-9.96818487,0.089700213,-0.641238515,-10.24430382,15:16.2,0.246850835,96.31539657060105,-0.023257955840709128,-0.5981642687667599,-0.010035095061776592,346.7354276541638
1545,1900-01-01 12:20:01,1368414934,26.79080751,0.099517534,96.44757245,-0.162641435,-0.771964267,-9.998837393,-0.018465155,-0.726484669,-10.03286721,15:16.3,0.023029173,96.30536410926968,-0.023816752819399455,-0.6034460217048967,-0.009923395896351923,346.69931079337084
1546,1900-01-01 12:20:02,1368414934,26.78690131,0.099885039,96.43351513,-0.074470742,-0.639891606,-9.86873651,0.009215926,-0.787091149,-10.09552428,15:16.4,-0.195628478,96.29494557043328,-0.024369906821081547,-0.6085845466957447,-0.009789879803077635,346.6618040535598
1547,1900-01-01 12:20:03,1368414935,26.79318702,0.096337711,96.45609677,0.07518477,-0.546706653,-9.7172246,0.038625841,-0.754264973,-9.767519495,15:16.5,-0.115008563,96.28414649490982,-0.02491542346335593,-0.6135796618652378,-0.009634338904827372,346.62292738167537
1548,1900-01-01 12:20:04,1368414935,26.79446689,0.098515728,96.46073279,0.052024754,-0.78961373,-9.278443261,-0.003298417,-0.664533011,-9.418096905,15:16.6,0.018729465,96.27297325125494,-0.02545128129634392,-0.6184313705175486,-0.00945659415174081,346.58270370451777
1549,1900-01-01 12:20:05,1368414935,26.78879587,0.094987745,96.44027137,-0.072495056,-0.798573231,-9.240620057,-0.029768007,-0.685277255,-9.371311677,15:16.7,0.0080889,96.26143304082515,-0.025975435927447346,-0.6231398614796293,-0.009256498244293065,346.54115894697054
1550,1900-01-01 12:20:06,1368414935,26.78938284,0.095716847,96.4423938,0.088563487,-0.635272928,-9.789194992,-0.014005498,-0.705732146,-9.644053103,15:16.8,0.051510152,96.2495339016415,-0.02648582430648456,-0.6277055090046555,-0.00903393812013688,346.4983220459094
1551,1900-01-01 12:20:07,1368414935,26.79368267,0.099306628,96.45792012,0.170106443,-0.544312364,-10.11318125,0.023485733,-0.723948161,-9.934394583,15:16.9,0.100736774,96.23728471096611,-0.02698036932796494,-0.6321288720679525,-0.00878883728629182,346.454224959478
1552,1900-01-01 12:20:08,1368414935,26.79732339,0.098607722,96.47101735,0.104728129,-0.78984056,-10.09667958,0.032444933,-0.796883792,-10.04443326,15:17.0,0.089815275,96.22469518651701,-0.02745698486615331,-0.6364106930462894,-0.008521158334207385,346.40890267146125
1553,1900-01-01 12:20:09,1368414935,26.79851572,0.093666908,96.47524589,0.027392967,-1.054663334,-9.962019209,0.054392643,-0.840032013,-9.914633917,15:17.1,-0.023857875,96.2117758862239,-0.027913581486358217,-0.6405518959714235,-0.008230905879621449,346.36239319040607
1554,1900-01-01 12:20:10,1368414935,26.80107208,0.090707912,96.4844121,-0.078951998,-0.927805985,-9.604752445,0.013277707,-0.767945289,-9.686834783,15:17.2,-0.08588362,96.19853820638423,-0.028348073031362022,-0.644553584257153,-0.007918130015768247,346.3147375429832
1555,1900-01-01 12:20:11,1368414935,26.80206465,0.091979116,96.48800092,-0.099996928,-0.815422027,-9.331822932,0.032764064,-0.726605613,-9.559784577,15:17.3,0.00120322,96.18499437805978,-0.02875838396622987,-0.6484170372885065,-0.0075829301398379545,346.2659797610152
1556,1900-01-01 12:20:12,1368414935,26.79416988,0.094214303,96.45960788,-0.188407898,-0.838965829,-9.401964404,-0.047141703,-0.672894634,-9.52187465,15:17.4,-0.026526703,96.17115746156274,-0.029142457067376924,-0.6521437052558604,-0.007225458863684584,346.2161668616259
1557,1900-01-01 12:20:13,1368414936,26.79813515,0.096956505,96.47391798,0.050629957,-1.260914516,-9.949063704,0.01718875,-0.695324062,-9.825374907,15:17.5,-0.124193682,96.15704133890799,-0.029498260982985445,-0.6557352020711034,-0.00684592578918046,346.16534882006874
1558,1900-01-01 12:20:14,1368414936,26.80568984,0.088587715,96.50101041,-0.108609129,-0.883058974,-9.824204503,0.070852047,-0.774107964,-9.902671289,15:17.6,-0.009906799,96.14266070414165,-0.02982379737375266,-0.6591932963722328,-0.006444601058695305,346.11357853490995
1559,1900-01-01 12:20:15,1368414936,26.80218622,0.084261397,96.48834723,0.000736536,-0.742602911,-9.859556051,-0.0297084,-0.744210333,-9.714035476,15:17.7,0.06780591,96.12803105145532,-0.030117107629968862,-0.6625199003931395,-0.006021818628783365,346.06091178523917
1560,1900-01-01 12:20:16,1368414936,26.79869998,0.082994461,96.47578257,0.023393567,-0.811653348,-9.956442555,-0.048443512,-0.692811305,-9.763824807,15:17.8,-0.067464699,96.11316866096033,-0.030376279338689336,-0.6657170565491903,-0.00557797927978578,346.0074071794572
1561,1900-01-01 12:20:17,1368414936,26.79828614,0.080889466,96.47426958,-0.085642375,-0.614625706,-10.10128362,0.024159073,-0.681089832,-9.858600113,15:17.9,-0.0473116,96.09809058198161,-0.030599452675025143,-0.6687869221133518,-0.005113553484752634,345.9531260951338
1562,1900-01-01 12:20:18,1368414936,26.80016379,0.081073506,96.4810311,-0.006403834,-0.603765762,-9.822863379,0.013693883,-0.65797904,-9.74521324,15:18.0,0.015193294,96.08281461376257,-0.030784826822583388,-0.6717317526952067,-0.0046290842262366565,345.89813260954526
1563,1900-01-01 12:20:19,1368414936,26.80007834,0.087124769,96.48079186,-0.039579508,-0.474810593,-9.534942327,0.006882215,-0.645749265,-9.643750102,15:18.1,0.005041247,96.06735928350157,-0.03093066644571635,-0.6745538851936994,-0.004125189725535975,345.84249342060565
1564,1900-01-01 12:20:20,1368414936,26.79900138,0.084582889,96.47688551,-0.182413504,-0.139415697,-9.069044873,-0.013050168,-0.685900721,-9.563284978,15:18.2,-0.096160811,96.05174382163042,-0.03103530815888012,-0.6772557208569394,-0.0036025660504582615,345.7862777578695
1565,1900-01-01 12:20:21,1368414936,26.79096515,0.080840366,96.44791361,0.106376297,-0.461199334,-9.200690341,-0.04990845,-0.740966133,-9.70754328,15:18.3,-0.10999151,96.03598813422741,-0.031097166895788172,-0.6798397092089964,-0.003061989603212043,345.7295572832187
1566,1900-01-01 12:20:22,1368414936,26.79869838,0.073130041,96.47567336,-0.044196825,-0.56303631,-9.198766744,0.030665258,-0.701372588,-9.836660157,15:18.4,-0.003878265,96.02011277246818,-0.031114742103910766,-0.6823083336400765,-0.0025043193970670317,345.67240598088546
1567,1900-01-01 12:20:23,1368414937,26.78062516,0.077310647,96.41065231,-0.093141544,-0.577866962,-9.816177295,-0.088973113,-0.565083359,-9.727694206,15:18.5,0.000750607,96.00413889904357,-0.03108662380939882,-0.6846640990704678,-0.0019304989654659757,345.61490003655683
1568,1900-01-01 12:20:24,1368414937,26.7885439,0.080524297,96.43919373,0.181268383,-0.515171711,-10.27581883,-0.000442299,-0.592075505,-10.09158948,15:18.6,-0.018928043,95.988088251496,-0.03101149869276365,-0.686909521460861,-0.0013415578777957896,345.55711770538556
1569,1900-01-01 12:20:25,1368414937,26.78405883,0.080566631,96.42304803,-0.094099976,-0.66669734,-9.95068756,-0.009603919,-0.591897555,-10.16768813,15:18.7,-0.022625226,95.97198310244131,-0.030888156296247984,-0.6890471186525685,-0.0007386129987479298,345.49913916878876
1570,1900-01-01 12:20:26,1368414937,26.77771363,0.080687854,96.40020671,0.152509122,-0.650716119,-10.10519528,-0.052604092,-0.557052645,-9.960271119,15:18.8,-0.107004193,95.95584621664574,-0.030715495483021386,-0.6910794021729341,-0.0001228696114663288,345.44104637992467
1571,1900-01-01 12:20:27,1368414937,26.77842499,0.088342065,96.40285454,-0.077938862,-0.466497948,-9.5601531,0.014432857,-0.507344784,-9.881935112,15:18.9,-0.141035705,95.93970080491461,-0.03049253129008179,-0.6930088698077743,0.0005043776334096757,345.3829228976926
