,date_01,date,Accelerometer [m/s2],1,2,accelerationLateral,g_longitudinal,GPS (2D) [m/s],GPS (3D) [m/s],GPS (secs) [s],Vspeed_orig_filt,accelerationLongi,jerk,Vspeed,speedOpt,accLongOptFilt,accLatOptFilt,jerkOptFilt,speedOptKPH
11115,1900-01-01 15:05:16,31:48.2,-9.897961631,-0.090407674,-0.897841727,0.091539821,-0.574458538,22.04117124,22.03297698,12708.21893,22.03451083,-0.133208171,-1.78e-15,79.324239,80.01096723641285,-0.25794625119313996,-0.07361730623195992,0.02377976978323944,288.0394820510863
11116,1900-01-01 15:05:17,31:48.3,-10.36412975,0.334090622,-0.610627288,0.092789347,-0.628491102,22.02785043,22.02149595,12708.31821,22.02119002,-0.133208171,-1.78e-15,79.27628406,79.9176942134273,-0.25551153940046406,-0.07036493102705806,0.025530440163405402,287.7036991683383
11117,1900-01-01 15:05:18,31:48.4,-10.13105516,-0.047242206,-0.246402878,0.096434431,-0.555097816,22.01452961,22.01001492,12708.41749,22.0078692,-0.133208171,1.78e-15,79.22832912,79.82531890216883,-0.2529033093719763,-0.06707926066360531,0.027157837961332063,287.3711480478078
11118,1900-01-01 15:05:19,31:48.5,-9.950959233,0.126978417,-0.620023981,0.124180235,-0.565181749,22.00120879,21.99853389,12708.51678,21.99454838,-0.133208171,2.66e-15,79.18037418,79.73390368825349,-0.2501339059991046,-0.06376728251226707,0.028663627337517494,287.04205327771257
11119,1900-01-01 15:05:20,31:48.6,-9.869784173,0.001318945,-0.557673861,0.086794144,-0.568826833,21.98788797,21.98705286,12708.61606,21.98122757,-0.133208171,-2.66e-15,79.13241924,79.64350648277497,-0.24721550394534653,-0.06043591857602252,0.030049586168826293,286.7166233379899
11120,1900-01-01 15:05:21,31:48.7,-10.00083933,0.079256595,-0.525539568,0.089444024,-0.536752493,21.97456716,21.97557183,12708.71534,21.96790675,-0.133208171,-7.11e-15,79.0844643,79.55418078517482,-0.24416009643173994,-0.05709200892756574,0.03131759760134842,286.39505082662936
11121,1900-01-01 15:05:22,31:48.8,-9.984980437,0.180613404,-0.672724978,0.039080525,-0.471493121,21.96124634,21.96409081,12708.81462,21.95458593,-0.133208171,-2.66e-15,79.03650935,79.46597575012903,-0.24097948486874657,-0.053742296339575765,0.032469641810298384,286.0775127004645
11122,1900-01-01 15:05:23,31:48.9,-10.05095923,0.080215827,-0.374580336,0.068252556,-0.477270605,21.94792552,21.95260978,12708.91391,21.94126511,-0.133208171,2.66e-15,78.98855441,79.37893625814347,-0.23768526931346715,-0.050393412022428155,0.03350778797700757,285.7641705293165
11123,1900-01-01 15:05:24,31:49.0,-10.05539568,0.248081535,-0.65263789,0.099727376,-0.475711852,21.93460471,21.94112875,12709.01319,21.9279443,-0.133208171,2.66e-15,78.94059947,79.29310298955912,-0.2342888397301137,-0.04705186234477575,0.03443418649220809,285.4551707624128
11124,1900-01-01 15:05:25,31:49.1,-9.70059952,-0.044964029,-0.530215827,0.11542282,-0.471731036,21.92128389,21.92964772,12709.11247,21.91462348,-0.133208171,1.78e-15,78.89264453,79.2085125016753,-0.23080136803075582,-0.04372401645366813,0.03525106139396707,285.1506450060311
11125,1900-01-01 15:05:26,31:49.2,-9.432014388,-0.063908873,-0.577098321,0.104703395,-0.442858135,21.90796307,21.91816669,12709.21176,21.90130266,-0.133208171,3.55e-15,78.84468959,79.12519730870824,-0.22723380087253356,-0.040416094810972726,0.03596070304780503,284.85071031134964
11126,1900-01-01 15:05:27,31:49.3,-9.365947242,-0.169544365,0.041966427,0.100934621,-0.354854222,21.89464225,21.90668566,12709.31104,21.88798185,-0.133208171,4.44e-15,78.79673465,79.0431859643104,-0.2235968531867874,-0.037134158727764474,0.03656546107572322,284.5554694715174
11127,1900-01-01 15:05:28,31:49.4,-10.17215701,0.244478102,-0.30417771,0.107086962,-0.374129749,21.88132144,21.89520463,12709.41032,21.87466103,-0.133208171,2.66e-15,78.7487797,78.96250314638559,-0.2199010024148955,-0.03388410095564291,0.03706773754007106,284.26501132698814
11128,1900-01-01 15:05:29,31:49.5,-10.66582734,0.441726619,-0.604436451,0.084185283,-0.36417771,21.86800062,21.8837236,12709.5096,21.86134021,-0.133208171,1.78e-15,78.70082476,78.88316974394354,-0.2161564834250262,-0.03067163733329298,0.037469980387408515,283.97941107819673
11129,1900-01-01 15:05:30,31:49.6,-10.1293765,0.158273381,-0.517865707,0.089461063,-0.331983466,21.8546798,21.87224257,12709.60889,21.84801939,-0.133208171,3.55e-15,78.65286982,78.80520294574751,-0.21237328408351067,-0.02750229944751724,0.03777467715675835,283.69873060469104
11130,1900-01-01 15:05:31,31:49.7,-9.239808153,-0.02793765,-0.236810552,0.069820775,-0.269897135,21.84135899,21.86076154,12709.70817,21.83469858,-0.133208171,6.22e-15,78.60491488,78.72861633051788,-0.2085611414541111,-0.024381428249714662,0.037984348955900964,283.4230187898644
11131,1900-01-01 15:05:32,31:49.8,-9.217266187,0.142925659,0.207314149,0.156415499,-0.291983466,21.82803817,21.84928051,12709.80745,21.82137776,-0.133208171,4.44e-15,78.55695994,78.65341995846431,-0.20472953859810689,-0.021314168564798792,0.03810154470863994,283.1523118504715
11132,1900-01-01 15:05:33,31:49.9,-9.884134797,0.14173924,-0.567335605,0.172507888,-0.306965165,21.81471735,21.83779948,12709.90673,21.80805694,-0.133208171,8.88e-16,78.509005,78.5796204639292,-0.20088770194783945,-0.018305464473717382,0.038128835675259744,282.88663367014516
11133,1900-01-01 15:05:34,31:50.0,-9.986810552,0.019064748,-0.553117506,0.121440742,-0.289531112,21.80139653,21.82631845,12710.00602,21.79473613,-0.133208171,-5.92e-31,78.46105005,78.50722114893502,-0.19704459922614517,-0.01536005564882376,0.038068810247708654,282.62599613616607
11134,1900-01-01 15:05:35,31:50.1,-9.839328537,0.007793765,-0.208273381,0.077639783,-0.238787707,21.78807572,21.81483743,12710.1053,21.78141531,-0.133208171,2.96e-31,78.41309511,78.43622207743816,-0.19320893788396318,-0.012482474771297184,0.03792406902037014,282.37039947877736
11135,1900-01-01 15:05:36,31:50.2,-9.668105516,-0.260311751,0.043764988,0.092615802,-0.232732551,21.7747549,21.8033564,12710.20458,21.76809449,-0.133208171,-1.78e-15,78.36514017,78.36662017010205,-0.18938916402832948,-0.009677046064807529,0.037697220136634374,282.1198326123674
