Index,vehSpd_RT,vehSpd_GoPro,accLong_RT,accLong_GoPro,accLat_RT,accLat_GoPro
240,15.32811884,14.41266351,-0.557840342,0.215701123,-0.808384755,-1.097942698
241,15.26397303,14.55513921,-0.619503781,0.39352518,-0.870031239,-1.276858513
242,15.20292441,14.14125397,-0.798803957,0.188609113,-0.843618818,-0.957673861
243,15.13425379,14.44910454,-0.851475508,0.643405276,-0.852045937,-1.251918465
244,15.07969967,14.36172308,-0.477111857,0.063189448,-0.969901747,-1.096642686
245,15.01565557,14.36385402,-0.736833631,0.42206235,-0.815921761,-1.298876688
246,14.96806056,14.44226771,-0.781623409,0.870743405,-1.245648787,-1.320743405
247,14.94900956,14.61237019,-0.304481798,0.632374101,-0.551932969,-1.353956835
248,14.9038935,14.74362433,-0.581351104,0.08117506,-1.033186839,-1.833213429
249,14.84775401,15.19139879,-0.159036735,-1.175539568,-0.743775718,-1.454316547
250,14.82195478,15.11481536,-0.344251266,0.395923261,-1.102078444,-1.494364508
251,14.79349494,15.21386545,-0.36886648,1.92035845,-1.093792016,-1.080777483
252,14.75541106,14.72072871,-0.45952635,0.872901679,-1.610796687,-1.494364508
253,14.72199772,14.79569876,-0.089933158,-0.353717026,-0.953267074,-0.648321343
254,14.68216205,14.86591595,-0.354768698,-0.97529976,-1.587118413,-1.927697842
255,14.65387183,14.42465358,-0.332278699,0.323621103,-0.988422511,-0.949520384
256,14.61472866,14.55911913,-0.510921346,0.889814464,-1.298988953,-1.407673861
257,14.58348602,14.45374768,-0.171225954,0.686570743,-1.471481311,-1.627218225
258,14.54512956,14.18987466,-0.30317321,0.342685851,-1.292362535,-1.798321343
259,14.50702961,14.38991056,-0.366212859,-0.181654676,-1.101391215,-1.946282974
260,14.48295952,14.49381153,-0.224349965,0.192925659,-0.889491248,-2.012829736
261,14.44606624,13.71908544,-0.330189311,0.358197652,-1.316010256,-1.982077496
262,14.40203919,14.25968026,-0.168576274,0.264628297,-0.920341988,-1.719064748
263,14.35235828,14.245,-0.276883174,0.101318945,-1.309698263,-1.974100719
264,14.32477997,14.30817331,-0.438497258,0.32146283,-1.149498928,-1.781534772
265,14.35267803,14.13057107,-0.255140349,0.339208633,-1.571210984,-1.746043165
266,14.33524999,13.77809888,-0.703117694,0.208752998,-1.844402094,-1.664268585
267,14.26597121,13.94832071,0.621587489,0.179225041,-2.022383164,-1.481635744
268,14.24362067,14.07307341,-0.204326035,0.071103118,-1.665239501,-1.405155875
269,14.229578,14.07175022,-0.229407741,0.316906475,-1.395757831,-1.524220624
270,14.2679508,13.77611957,-0.703899062,0.220743405,-2.240847404,-1.42853717
271,14.2429704,13.84538715,0.019373266,0.164388489,-2.368799821,-1.372901679
272,14.18828831,13.96279633,-0.00320965,0.250788843,-3.190788417,-1.520888552
273,14.14054248,13.72007546,-0.415546988,0.233333333,-2.200102972,-1.285731415
274,14.11136538,13.85324587,-0.549583037,0.119544365,-2.091155704,-1.465827338
275,14.09432797,13.74199707,-0.78170404,0.13177458,-1.719010918,-1.320143885
276,14.07653235,13.51556476,-0.35571909,0.136091127,-2.002715918,-1.31498801
277,14.0537779,13.5955465,-0.122691244,0.142748959,-2.16665017,-1.399343683
278,14.03378442,13.68498868,-0.133754739,0.174580336,-2.452194772,-1.441846523
279,14.02320274,13.41967771,-0.143564179,0.166426859,-2.450770141,-1.404916067
280,14.00650783,13.33531586,-0.235937261,0.270863309,-1.98005949,-1.474100719
281,13.98796469,13.28045063,0.065059719,0.120743405,-2.298938061,-1.407673861
282,13.9722874,12.80971416,-0.204071102,0.257553957,-2.219867205,-1.322901679
283,13.95694907,12.93305452,-0.094340522,0.370314275,-2.399037605,-1.362867601
284,13.94384964,12.56364616,-0.28887072,0.418465228,-2.003615976,-1.63764988
285,13.92202729,12.76662999,-0.146639745,0.168465228,-2.080468569,-1.320983213
286,13.89747996,12.79310354,-0.191286152,0.170383693,-1.66396433,-1.437290168
287,13.87668224,12.75240824,-0.224054927,0.306115108,-1.805278392,-1.579016787
288,13.85634149,13.21486574,-0.272450903,0.19752619,-1.598729807,-1.689006689
289,13.83304735,13.49842217,-0.204640158,0.221342926,-1.7182349,-1.592326139
290,13.8129667,13.46353051,-0.238251529,0.476139089,-1.807150346,-1.660791367
291,13.79524214,13.54542765,-0.231717886,0.346522782,-1.577179283,-1.473021583
292,13.77829237,13.38911172,-0.027027534,0.11882494,-1.654259263,-1.605395683
293,13.75816852,13.44327667,-0.231825312,0.256115108,-1.757635326,-1.404436451
294,13.73599344,13.71502587,-0.160060283,0.324245866,-1.639192221,-1.523286634
295,13.71484577,13.96971917,-0.178382957,0.298081535,-1.776850186,-1.498920863
296,13.69084596,13.33748157,-0.307230174,0.145923261,-1.609975382,-1.51882494
297,13.66600182,13.45261968,-0.279479267,0.160431655,-1.711416596,-1.530095923
298,13.63863675,13.47601027,-0.257794553,0.118465228,-1.608475267,-1.435371703
299,13.60603924,13.28681353,-0.316555073,-0.033699356,-1.917636542,-1.469266692
300,13.5727157,13.47934959,-0.257710795,0.0558753,-2.014980193,-1.340407674
301,13.54534904,13.2655207,-0.58255963,0.150119904,-2.017199589,-1.476738609
302,13.51708229,13.3395127,-0.390063479,0.115107914,-2.03855819,-1.491127098
303,13.48848797,13.42158508,-0.447992407,-0.01882494,-1.940960147,-1.601199041
304,13.46561565,13.51806179,-0.273824193,-0.154613152,-1.892055486,-1.580461946
305,13.43966521,13.38491562,-0.299264103,-0.209352518,-2.04209804,-1.394364508
306,13.40780919,13.18805619,-0.377034386,-0.089928058,-2.014775654,-1.50911271
307,13.38270768,12.90402819,-0.227212812,-0.139088729,-1.824802138,-1.645683453
308,13.3637027,12.76714277,-0.327932542,-0.208633094,-2.067263094,-1.618705036
309,13.33892265,12.6975227,-0.355747861,-0.20263789,-1.975874702,-1.716067146
310,13.31179383,12.69840732,-0.207566978,-0.21797299,-1.826294229,-1.52581093
311,13.28695174,12.92181529,-0.221390442,-0.205035971,-1.918660429,-1.629256595
312,13.26817122,12.87011381,-0.175681651,-0.337290168,-1.802361478,-1.51558753
313,13.24593932,12.80621655,-0.174412048,-0.33705036,-1.97255607,-1.644604317
314,13.22922256,12.84894874,-0.13900534,-0.200839329,-2.1714341,-1.548561151
315,13.21358092,13.29473323,-0.184921762,-0.123690521,-2.081838838,-1.673482267
316,13.19594898,13.09597734,-0.127905133,-0.23441247,-1.825574586,-1.398081535
317,13.17978286,12.91659878,-0.102979277,-0.139448441,-1.946601014,-1.332254197
318,13.16195697,12.97578795,-0.112052617,-0.056235012,-1.973115492,-1.506834532
319,13.15412869,13.01494797,-0.191413934,-0.110791367,-1.953353994,-1.189568345
320,13.15306191,12.93587719,-0.173837419,-0.270983213,-1.904391124,-1.422819639
321,13.14847817,12.89554241,-0.192949362,-0.323021583,-1.851763174,-1.266306954
322,13.15360877,12.94244403,-0.219076245,-0.140047962,-2.160105855,-1.28764988
323,13.15700002,12.95605119,0.098841761,-0.048321343,-1.788327522,-1.213069544
324,13.16066928,12.56049106,0.037637777,-0.118705036,-1.830793285,-1.281654676
325,13.17148081,12.65364407,-0.017757539,-0.295563549,-1.769732563,-1.060311751
326,13.17811104,12.43547019,0.111002342,-0.240439228,-1.82945254,-1.159156885
327,13.18842672,12.87340659,-0.032952104,-0.149760192,-1.871864876,-1.246282974
328,13.20191616,12.81587698,0.066863975,-0.218465228,-1.963313629,-1.163549161
329,13.21619988,12.48682116,-0.015736095,-0.27470024,-1.773702081,-1.171582734
330,13.2264125,12.50645356,0.171627213,-0.407553957,-1.89074852,-1.276498801
331,13.22574211,12.55214848,0.135363486,-0.295468888,-1.984383945,-1.239177079
332,13.22327683,12.70021419,0.093823662,-0.269664269,-1.999726287,-1.333693046
333,13.21484585,12.92758905,0.126158516,-0.335611511,-1.932368844,-1.45911271
334,13.20157318,12.90521603,0.086763822,-0.428657074,-1.853099667,-1.31942446
335,13.18864104,13.1414703,-0.074251563,-0.405395683,-1.817137733,-1.429976019
336,13.17649777,13.64553669,-0.210393988,-0.463587025,-1.951868215,-1.425975009
337,13.16808329,12.04624371,-0.095379815,-0.529856115,-1.877381841,-1.226498801
338,13.15814435,12.49937781,-0.144906597,-0.41882494,-1.738838344,-1.399760192
339,13.1444543,12.53269108,-0.208777972,-0.530455635,-1.865425485,-1.425779376
340,13.13326321,12.6320002,-0.13519931,-0.401918465,-1.524049366,-1.445083933
341,13.12940469,13.05004938,-0.117016997,-0.435251799,-1.444362321,-1.392685851
342,13.12625179,12.65980251,-0.206253416,-0.516471034,-1.431721958,-1.552063612
343,13.12267226,12.8773016,-0.026743492,-0.608872902,-1.401714045,-1.361510791
