cts,date,GPS (Lat.) [deg],GPS (Long.) [deg],GPS (Alt.) [m],GPS (2D) [m/s],GPS (3D) [m/s],GPS (days) [deg],GPS (secs) [s],GPS (DOP) [deg],GPS (fix) [deg],altitude system,longAccel,latAccel
1330900,2023-12-04T03:05:46.202Z,31.20611004,121.5718594,0.00042675,20.5376902,20.26121928,8738,11146.20305,1.54,3,MSLV,-0.432613909,0.681294964
1331000,2023-12-04T03:05:46.301Z,31.20612786,121.5718552,-0.002999418,20.2123422,20.54343368,8738,11146.30313,1.54,3,MSLV,-0.243645084,0.800959233
1331100,2023-12-04T03:05:46.403Z,31.20614577,121.5718516,0.094846046,19.99079504,20.20743566,8738,11146.40321,1.54,3,MSLV,-0.435491607,0.677218225
1331200,2023-12-04T03:05:46.503Z,31.20616352,121.571847,0.028826131,20.19173127,20.00173869,8738,11146.50348,1.54,3,MSLV,-0.332973621,0.93117506
1331300,2023-12-04T03:05:46.604Z,31.20618129,121.5718426,-0.009993224,20.12587222,20.18697967,8738,11146.60336,1.54,3,MSLV,-0.511270983,0.610671463
1331400,2023-12-04T03:05:46.702Z,31.20619897,121.5718387,0.06351483,19.95657415,20.13579519,8738,11146.70323,1.54,3,MSLV,-0.402625268,0.855736463
1331500,2023-12-04T03:05:46.801Z,31.20621654,121.5718348,0.055315137,19.8797275,19.94782089,8738,11146.80311,1.54,3,MSLV,-0.285611511,0.66294964
1331600,2023-12-04T03:05:46.902Z,31.20623402,121.5718302,0.029461519,19.79129481,19.87790591,8738,11146.90299,1.54,3,MSLV,-0.108633094,0.766906475
1331700,2023-12-04T03:05:47.002Z,31.2062512,121.5718261,-0.043880657,19.73047884,19.79827793,8738,11147.00287,1.54,3,MSLV,-0.39088729,0.541486811
1331800,2023-12-04T03:05:47.103Z,31.20626877,121.5718225,0.046615188,19.77965712,19.72862567,8738,11147.10275,1.54,3,MSLV,-0.344484412,0.982014388
1331900,2023-12-04T03:05:47.201Z,31.20628605,121.571818,0.016078816,19.59555836,19.78579647,8738,11147.20263,1.54,3,MSLV,-0.427338129,0.620143885
1332000,2023-12-04T03:05:47.300Z,31.20630323,121.5718142,0.050273332,19.32237586,19.59674252,8738,11147.30251,1.54,3,MSLV,-0.304676259,0.633573141
1332100,2023-12-04T03:05:47.402Z,31.20632011,121.5718102,-0.020666198,19.40666479,19.33023843,8738,11147.40238,1.54,3,MSLV,-0.353653919,0.875804619
1332200,2023-12-04T03:05:47.502Z,31.20633734,121.571806,-0.019453287,19.50174779,19.39898757,8738,11147.50202,1.54,3,MSLV,-0.404796163,0.855515588
1332300,2023-12-04T03:05:47.603Z,31.20635436,121.5718026,0.110325644,19.05370838,19.50549212,8738,11147.60215,1.54,3,MSLV,-0.371103118,0.679976019
1332400,2023-12-04T03:05:47.701Z,31.20637118,121.5717978,-0.089933872,19.2978489,19.06068051,8738,11147.70227,1.54,3,MSLV,-0.431894484,0.807434053
1332500,2023-12-04T03:05:47.800Z,31.206388,121.5717945,-0.004808791,18.89793214,19.29569781,8738,11147.80239,1.54,3,MSLV,-0.361031175,1.042086331
1332600,2023-12-04T03:05:47.902Z,31.20640502,121.5717908,0.086065872,19.04129194,18.90100474,8738,11147.90251,1.54,3,MSLV,-0.353597122,0.921822542
1332700,2023-12-04T03:05:48.002Z,31.20642173,121.5717861,-0.145840446,19.1611263,19.04815648,8738,11148.00263,1.471843522,3,MSLV,-0.432613909,0.829016787
1332800,2023-12-04T03:05:48.103Z,31.20643825,121.5717828,-0.035539664,18.71407125,19.16283609,8738,11148.10276,1.678071255,3,MSLV,-0.434652278,0.7558753
1332900,2023-12-04T03:05:48.201Z,31.20645487,121.5717792,0.10882039,18.58376983,18.71798603,8738,11148.20288,1.472013969,3,MSLV,-0.285119273,0.940805251
1333000,2023-12-04T03:05:48.301Z,31.20647149,121.5717757,0.073590542,18.60486044,18.58970012,8738,11148.303,1.61,3,MSLV,-0.473860911,0.788848921
1333100,2023-12-04T03:05:48.403Z,31.20648761,121.5717714,-0.019,18.61719146,18.60875176,8738,11148.40312,1.61,3,MSLV,-0.431654676,0.667266187
1333200,2023-12-04T03:05:48.503Z,31.20650402,121.5717674,0.019722462,18.48453083,18.61712554,8738,11148.50319,1.61,3,MSLV,-0.446882494,0.677458034
1333300,2023-12-04T03:05:48.604Z,31.20652044,121.5717638,-0.043538524,18.50996107,18.48831711,8738,11148.60337,1.61,3,MSLV,-0.530815348,0.844604317
1333400,2023-12-04T03:05:48.702Z,31.20653647,121.5717594,-0.100080196,18.44859675,18.50575475,8738,11148.70354,1.677523604,3,MSLV,-0.273381295,0.757673861
1333500,2023-12-04T03:05:48.801Z,31.20655259,121.5717561,-0.02492741,18.07374193,18.44332265,8738,11148.80371,1.472596748,3,MSLV,-0.351678657,0.740647482
1333600,2023-12-04T03:05:48.903Z,31.20656842,121.571752,-0.138399347,18.13991316,18.07077631,8738,11148.90388,1.61,3,MSLV,-0.333333333,1.069544365
1333700,2023-12-04T03:05:49.004Z,31.20658464,121.5717484,0.066878803,18.17710864,18.13878395,8738,11149.00405,1.61,3,MSLV,-0.38057554,0.870743405
1333800,2023-12-04T03:05:49.105Z,31.20660047,121.5717442,-0.123267572,18.10297173,18.16619711,8738,11149.10423,1.61,3,MSLV,-0.151199041,0.463669065
1333900,2023-12-04T03:05:49.203Z,31.20661639,121.5717409,-0.06403258,17.88147232,18.10472316,8738,11149.2044,1.61,3,MSLV,-0.204076739,0.791127098
1334000,2023-12-04T03:05:49.302Z,31.20663221,121.5717367,-0.031497377,17.98587714,17.87954307,8738,11149.30457,1.61,3,MSLV,-0.267865707,1.011270983
1334100,2023-12-04T03:05:49.404Z,31.20664784,121.5717333,0.020482807,17.74495693,17.99336228,8738,11149.40474,1.67668114,3,MSLV,-0.288968825,0.799760192
1334200,2023-12-04T03:05:49.504Z,31.20666356,121.5717295,-0.011572211,17.74383821,17.73901737,8738,11149.50491,1.54,3,MSLV,-0.375419664,0.456235012
1334300,2023-12-04T03:05:49.606Z,31.20667935,121.5717256,-0.11367143,17.91019695,17.73778231,8738,11149.60554,1.473880949,3,MSLV,-0.319071059,0.773318188
1334400,2023-12-04T03:05:49.704Z,31.20669441,121.5717218,-0.029156948,17.33224359,17.9158747,8738,11149.70523,1.61,3,MSLV,-0.373261391,0.877218225
1334500,2023-12-04T03:05:49.802Z,31.20671005,121.5717182,-0.073983221,17.51195024,17.33295138,8738,11149.80492,1.676556718,3,MSLV,-0.314868106,0.827098321
1334600,2023-12-04T03:05:49.904Z,31.20672559,121.5717146,0.030802348,17.68862817,17.50723619,8738,11149.90461,1.54,3,MSLV,-0.357074341,0.74676259
1334700,2023-12-04T03:05:50.004Z,31.20674045,121.5717109,0.01254013,17.05890168,17.68668942,8738,11150.00429,1.54,3,MSLV,-0.3558753,0.704076739
1334800,2023-12-04T03:05:50.104Z,31.2067555,121.5717077,-0.054,17.07983603,17.06079622,8738,11150.10398,1.54,3,MSLV,-0.340047962,0.915467626
1334900,2023-12-04T03:05:50.202Z,31.20677055,121.5717037,-0.073266301,17.15471603,17.0807337,8738,11150.20367,1.54,3,MSLV,-0.195683453,0.817146283
1335000,2023-12-04T03:05:50.301Z,31.2067859,121.5717003,-0.001140998,17.27832181,17.14899324,8738,11150.30336,1.54,3,MSLV,-0.282090117,0.713744794
1335100,2023-12-04T03:05:50.403Z,31.20680075,121.5716965,-0.077695674,17.06443084,17.28391349,8738,11150.40304,1.54,3,MSLV,-0.283333333,0.921822542
1335200,2023-12-04T03:05:50.502Z,31.2068153,121.5716933,-0.070645017,16.69816384,17.07481179,8738,11150.50273,1.54,3,MSLV,-0.353357314,0.587769784
1335300,2023-12-04T03:05:50.603Z,31.20683,121.5716895,-0.045,16.69138818,16.6902043,8738,11150.60204,1.54,3,MSLV,-0.552997602,0.832254197
1335400,2023-12-04T03:05:50.701Z,31.20684501,121.5716863,-0.003887665,16.84059062,16.6904227,8738,11150.70211,1.54,3,MSLV,-0.29352518,0.69088729
1335500,2023-12-04T03:05:50.800Z,31.20685952,121.5716825,-0.111454016,16.60913104,16.84737928,8738,11150.80218,1.54,3,MSLV,-0.248081535,0.880095923
1335600,2023-12-04T03:05:50.902Z,31.20687443,121.5716792,-0.054180351,16.72949763,16.60022544,8738,11150.90225,1.54,3,MSLV,-0.42853717,0.76498801
1335700,2023-12-04T03:05:51.002Z,31.20688884,121.5716756,-0.080744268,16.5383258,16.72744268,8738,11151.00232,1.54,3,MSLV,-0.326378897,0.745323741
1335800,2023-12-04T03:05:51.103Z,31.20690345,121.5716723,-0.048263481,16.43610183,16.53928141,8738,11151.1024,1.54,3,MSLV,-0.399343683,0.774580336
1335900,2023-12-04T03:05:51.201Z,31.20691806,121.5716686,-0.090482195,16.51236986,16.43123287,8738,11151.20247,1.54,3,MSLV,-0.358872902,0.920743405
1336000,2023-12-04T03:05:51.300Z,31.20693287,121.5716655,-0.037304342,16.69209427,16.52025362,8738,11151.30254,1.54,3,MSLV,-0.346402878,0.858992806
1336100,2023-12-04T03:05:51.402Z,31.20694718,121.5716619,-0.073661137,16.32566825,16.68609005,8738,11151.40261,1.54,3,MSLV,-0.474820144,0.639088729
1336200,2023-12-04T03:05:51.502Z,31.20696159,121.5716587,-0.023669271,16.38582042,16.33160625,8738,11151.50268,1.54,3,MSLV,-0.360551559,1.07529976
1336300,2023-12-04T03:05:51.603Z,31.20697639,121.5716547,-0.100236082,16.75637028,16.3819098,8738,11151.60273,1.54,3,MSLV,-0.316546763,0.89352518
1336400,2023-12-04T03:05:51.701Z,31.20699061,121.5716521,0.033716981,16.01558188,16.7532355,8738,11151.70282,1.54,3,MSLV,-0.380815348,0.702517986
1336500,2023-12-04T03:05:51.800Z,31.20700532,121.5716478,-0.196876572,16.63046934,16.01785377,8738,11151.80291,1.54,3,MSLV,-0.37750852,0.912154487
1336600,2023-12-04T03:05:51.902Z,31.20701983,121.5716447,-0.069490158,16.45317994,16.63730084,8738,11151.903,1.54,3,MSLV,-0.450479616,0.874220624
1336700,2023-12-04T03:05:52.003Z,31.20703425,121.5716411,-0.007895906,16.43689591,16.45030893,8738,11152.00309,1.54,3,MSLV,-0.404916067,0.761510791
1336800,2023-12-04T03:05:52.104Z,31.20704896,121.5716377,-0.077586653,16.49690461,16.45063592,8738,11152.10318,1.54,3,MSLV,-0.45263789,0.818465228
1336900,2023-12-04T03:05:52.202Z,31.20706357,121.5716345,-0.017177149,16.56644951,16.49,8738,11152.20327,1.54,3,MSLV,-0.436930456,0.956354916
1337000,2023-12-04T03:05:52.301Z,31.20707769,121.5716308,-0.070604822,16.21488825,16.5673119,8738,11152.30336,1.54,3,MSLV,-0.491007194,0.976858513
1337100,2023-12-04T03:05:52.403Z,31.2070925,121.5716274,-0.126275419,16.65179237,16.20724581,8738,11152.40345,1.54,3,MSLV,-0.430095923,0.789568345
1337200,2023-12-04T03:05:52.503Z,31.20710712,121.5716236,-0.071495691,16.58010622,16.65858374,8738,11152.50354,1.54,3,MSLV,-0.30809037,0.929572132
1337300,2023-12-04T03:05:52.604Z,31.20712183,121.5716204,-0.0777988,16.69971553,16.57036309,8738,11152.60363,1.54,3,MSLV,-0.429016787,1.001438849
1337400,2023-12-04T03:05:52.702Z,31.20713628,121.5716168,-0.159415335,16.38924856,16.70524601,8738,11152.70396,1.54,3,MSLV,-0.271582734,0.888369305
1337500,2023-12-04T03:05:52.801Z,31.20715076,121.571613,-0.027129073,16.4393722,16.39304153,8738,11152.8038,1.107108626,3,MSLV,-0.507074341,1.205635492
1337600,2023-12-04T03:05:52.903Z,31.20716544,121.5716099,-0.157235144,16.67463578,16.44400639,8738,11152.90364,1.99,3,MSLV,-0.260791367,1.034892086
1337700,2023-12-04T03:05:53.003Z,31.20718021,121.5716058,-0.134338339,16.78143802,16.66,8738,11153.00348,2.424329073,3,MSLV,-0.363788969,1.204676259
1337800,2023-12-04T03:05:53.104Z,31.20719479,121.5716028,-0.091199361,16.5094984,16.79534824,8738,11153.10332,1.104952077,3,MSLV,-0.235731415,1.108633094
1337900,2023-12-04T03:05:53.202Z,31.20720936,121.5715988,-0.191121725,16.6377738,16.50063259,8738,11153.20316,1.99,3,MSLV,-0.284488199,1.24940048
1338000,2023-12-04T03:05:53.301Z,31.20722404,121.571596,0.058807668,16.38171182,16.63699681,8738,11153.303,2.426485623,3,MSLV,-0.274100719,1.206714628
1338100,2023-12-04T03:05:53.402Z,31.20723861,121.5715926,-0.02670607,16.51731757,16.39142173,8738,11153.40284,1.54,3,MSLV,-0.407913669,1.05647482
1338200,2023-12-04T03:05:53.502Z,31.20725289,121.5715884,-0.180033866,16.51573866,16.50946326,8738,11153.50268,1.54,3,MSLV,-0.195443645,1.146402878
1338300,2023-12-04T03:05:53.603Z,31.20726737,121.5715851,-0.110949521,16.41715144,16.51873802,8738,11153.60252,1.54,3,MSLV,-0.305635492,1.077338129
1338400,2023-12-04T03:05:53.701Z,31.20728213,121.5715814,-0.11383808,16.70252319,16.41023131,8738,11153.70231,1.54,3,MSLV,-0.403956835,0.91942446
1338500,2023-12-04T03:05:53.800Z,31.20729622,121.5715784,-0.119558875,16.1177058,16.70382425,8738,11153.80221,1.54,3,MSLV,-0.358992806,1.042565947
1338600,2023-12-04T03:05:53.902Z,31.2073104,121.5715747,-0.053566488,16.04491637,16.12062943,8738,11153.9021,1.54,3,MSLV,-0.38066389,0.991164963
1338700,2023-12-04T03:05:54.001Z,31.20732508,121.5715709,-0.117781036,16.62088891,16.04278682,8738,11154.00199,1.54,3,MSLV,-0.415347722,0.923381295
1338800,2023-12-04T03:05:54.102Z,31.20733917,121.5715679,-0.119548065,16.09345589,16.6241625,8738,11154.10188,1.54,3,MSLV,-0.328177458,0.949160671
1338900,2023-12-04T03:05:54.200Z,31.20735335,121.5715645,-0.062177554,15.92019531,16.08857957,8738,11154.20178,1.54,3,MSLV,-0.335131894,1.094604317
1339000,2023-12-04T03:05:54.299Z,31.20736724,121.5715608,-0.122316111,16.03541538,15.9201668,8738,11154.30167,1.54,3,MSLV,-0.497961631,0.816906475
1339100,2023-12-04T03:05:54.401Z,31.20738142,121.5715581,0.024954464,15.77513917,16.02859555,8738,11154.40156,1.54,3,MSLV,-0.333093525,0.866786571
1339200,2023-12-04T03:05:54.501Z,31.2073956,121.5715544,-0.119825642,16.11906498,15.78101709,8738,11154.50145,1.54,3,MSLV,-0.450119904,0.85263789
1339300,2023-12-04T03:05:54.602Z,31.20740939,121.571551,-0.119677089,15.8679549,16.11730908,8738,11154.60135,1.54,3,MSLV,-0.492206235,0.910911271
1339400,2023-12-04T03:05:54.700Z,31.20742337,121.5715484,-0.02261897,15.62920772,15.86814309,8738,11154.70124,1.54,3,MSLV,-0.144515966,0.818881737
1339500,2023-12-04T03:05:54.798Z,31.20743681,121.5715444,-0.16564721,15.53870334,15.63943874,8738,11154.8008,1.54,3,MSLV,-0.390767386,0.701079137
1339600,2023-12-04T03:05:54.901Z,31.20745054,121.5715416,-0.098784477,15.57585055,15.53958948,8738,11154.90103,1.094618345,3,MSLV,-0.212709832,0.7882494
1339700,2023-12-04T03:05:55.001Z,31.20746447,121.5715391,-0.014537845,15.37867479,15.56862412,8738,11155.00125,1.99,3,MSLV,-0.388609113,0.79028777
1339800,2023-12-04T03:05:55.102Z,31.2074779,121.5715357,-0.108867223,15.35557216,15.36970494,8738,11155.10148,1.99,3,MSLV,-0.336690647,0.68764988
1339900,2023-12-04T03:05:55.200Z,31.20749173,121.5715327,-0.12147306,15.48182136,15.35949006,8738,11155.2017,1.99,3,MSLV,-0.389928058,0.758633094
1340000,2023-12-04T03:05:55.299Z,31.20750506,121.57153,-0.064903784,15.09923092,15.48634381,8738,11155.30192,1.99,3,MSLV,-0.186211031,0.905635492
1340100,2023-12-04T03:05:55.402Z,31.20751888,121.5715275,-0.011945478,15.2462925,15.10021488,8738,11155.40215,1.99,3,MSLV,-0.438848921,0.869493879
1340200,2023-12-04T03:05:55.502Z,31.20753172,121.5715247,-0.116572803,14.84567864,15.23715202,8738,11155.50237,1.99,3,MSLV,-0.248800959,0.859592326
1340300,2023-12-04T03:05:55.603Z,31.20754545,121.5715218,-0.066389673,15.14615587,14.85389673,8738,11155.6026,2.428309814,3,MSLV,-0.323860911,0.808273381
1340400,2023-12-04T03:05:55.701Z,31.20755908,121.5715196,-0.104745991,15.22213727,15.14028223,8738,11155.70282,1.54,3,MSLV,-0.245563549,0.83764988
1340500,2023-12-04T03:05:55.801Z,31.20757275,121.5715169,-0.056086028,15.35090451,15.22762431,8738,11155.80339,1.472375687,3,MSLV,-0.416666667,0.662230216
1340600,2023-12-04T03:05:55.903Z,31.20758583,121.571515,-0.087075674,14.70887895,15.35119903,8738,11155.90326,1.61,3,MSLV,-0.483573141,0.746402878
1340700,2023-12-04T03:05:56.003Z,31.20759912,121.5715124,-0.175249904,15.02921839,14.70375048,8738,11156.00313,1.67781222,3,MSLV,-0.523381295,1.007793765
1340800,2023-12-04T03:05:56.103Z,31.20761249,121.5715104,-0.043602326,14.99757305,15.02730794,8738,11156.10299,1.103460309,3,MSLV,-0.459548151,0.715511801
1340900,2023-12-04T03:05:56.201Z,31.20762568,121.5715082,-0.212085709,14.63508558,14.98600026,8738,11156.20286,2.427143679,3,MSLV,-0.281294964,0.829976019
1341000,2023-12-04T03:05:56.300Z,31.20763905,121.571506,-0.338623802,15.16129963,14.64190592,8738,11156.30272,1.102252333,3,MSLV,-0.328297362,0.618465228
1341100,2023-12-04T03:05:56.402Z,31.20765213,121.5715046,-0.097896459,14.4123011,15.15990477,8738,11156.40259,2.428351655,3,MSLV,-0.360431655,0.770983213
1341200,2023-12-04T03:05:56.502Z,31.20766511,121.571504,-0.158281989,14.57750236,14.41926371,8738,11156.50245,1.54,3,MSLV,-0.435491607,1.038489209
1341300,2023-12-04T03:05:56.603Z,31.2076778,121.5715025,-0.003394414,13.96015295,14.57489582,8738,11156.60232,1.54,3,MSLV,-0.32146283,0.941486811
1341400,2023-12-04T03:05:56.701Z,31.20769049,121.5715009,-0.028196728,14.06066138,13.97371597,8738,11156.70219,1.54,3,MSLV,-0.311870504,0.845203837
1341500,2023-12-04T03:05:56.800Z,31.20770389,121.5715001,-0.040133801,14.86044374,14.05579805,8738,11156.80223,1.54,3,MSLV,-0.263157895,0.658084059
1341600,2023-12-04T03:05:56.901Z,31.20771674,121.5714993,-0.071617214,14.4535932,14.8544496,8738,11156.90191,1.54,3,MSLV,-0.261151079,0.944724221
1341700,2023-12-04T03:05:57.001Z,31.20772921,121.5714973,-0.085137165,13.97701328,14.45712388,8738,11157.0016,1.097190291,3,MSLV,-0.454196643,0.826139089
1341800,2023-12-04T03:05:57.102Z,31.20774216,121.571496,0.02989746,14.22107691,13.97166628,8738,11157.10128,2.434232108,3,MSLV,-0.325059952,0.697482014
1341900,2023-12-04T03:05:57.199Z,31.20775532,121.5714949,0.0437103,14.62319528,14.23,8738,11157.20097,1.54,3,MSLV,-0.560071942,0.772422062
1342000,2023-12-04T03:05:57.298Z,31.20776738,121.5714937,-0.017987008,13.70388342,14.61746665,8738,11157.30065,1.54,3,MSLV,-0.321223022,0.859952038
1342100,2023-12-04T03:05:57.400Z,31.20777994,121.5714921,-0.161506438,13.95008337,13.70046688,8738,11157.40033,1.091500696,3,MSLV,-0.198441247,0.807673861
1342200,2023-12-04T03:05:57.500Z,31.2077927,121.5714917,-0.013974249,13.97500435,13.84002436,8738,11157.50002,1.540078297,3,MSLV,-0.11558753,0.817985612
1342300,2023-12-04T03:05:57.599Z,31.20780546,121.5714913,0.133602743,14.00002688,13.97994026,8738,11157.5997,1.99,3,MSLV,-0.296604821,0.697463082
1342400,2023-12-04T03:05:57.699Z,31.20781812,121.5714906,0.267178286,13.99190372,14.00006148,8738,11157.69939,1.99,3,MSLV,-0.245683453,1.002038369
1342500,2023-12-04T03:05:57.798Z,31.20783059,121.5714896,0.238316495,13.8459362,13.99130321,8738,11157.79907,1.99,3,MSLV,-0.438009592,0.820263789
1342600,2023-12-04T03:05:57.897Z,31.20784284,121.5714886,0.203825426,13.63265816,13.85261861,8738,11157.89875,1.995611298,3,MSLV,-0.322182254,0.871702638
1342700,2023-12-04T03:05:57.998Z,31.20785552,121.5714882,0.21784329,13.91373167,13.63576884,8738,11157.99843,1.54,3,MSLV,-0.263908873,0.819784173
1342800,2023-12-04T03:05:58.098Z,31.20786729,121.5714871,0.227090188,13.27175732,13.92023538,8738,11158.09838,1.54,3,MSLV,-0.297841727,0.85911271
1342900,2023-12-04T03:05:58.198Z,31.20788019,121.5714867,0.284302802,13.98100556,13.26822438,8738,11158.19832,1.54,3,MSLV,-0.383333333,0.865707434
1343000,2023-12-04T03:05:58.297Z,31.20789239,121.5714858,0.266330562,13.62066189,13.98626327,8738,11158.29826,1.54,3,MSLV,-0.32904203,0.699482519
1343100,2023-12-04T03:05:58.397Z,31.20790458,121.5714849,0.246748369,13.46108174,13.62269605,8738,11158.3982,1.54,3,MSLV,-0.389568345,0.855035971
1343200,2023-12-04T03:05:58.498Z,31.20791697,121.5714843,0.261166944,13.68665422,13.46610464,8738,11158.49815,1.54,3,MSLV,-0.604316547,0.920143885
1343300,2023-12-04T03:05:58.598Z,31.20792916,121.5714835,0.251694,13.480492,13.68363375,8738,11158.59809,1.54,3,MSLV,-0.370023981,0.947721823
1343400,2023-12-04T03:05:58.698Z,31.20794166,121.5714829,0.268177306,13.77646258,13.48428681,8738,11158.69803,1.540394013,3,MSLV,-0.333932854,0.753717026
1343500,2023-12-04T03:05:58.796Z,31.20795405,121.5714824,0.259405526,13.65112901,13.78263592,8738,11158.79797,1.519594474,3,MSLV,-0.496402878,0.690767386
1343600,2023-12-04T03:05:58.896Z,31.20796624,121.5714817,0.237978253,13.53966279,13.6520852,8738,11158.89791,1.54,3,MSLV,-0.401558753,1.003477218
1343700,2023-12-04T03:05:58.997Z,31.20797884,121.5714813,0.289676563,13.7554606,13.54570112,8738,11158.99785,1.54,3,MSLV,-0.433547899,0.836551811
1343800,2023-12-04T03:05:59.098Z,31.20799106,121.5714804,0.21174405,13.58819435,13.75303313,8738,11159.0981,1.54,3,MSLV,-0.51294964,0.831894484
1343900,2023-12-04T03:05:59.198Z,31.2080035,121.5714796,0.119313579,13.73906568,13.58753704,8738,11159.19836,1.54,3,MSLV,-0.337170264,0.866546763
1344000,2023-12-04T03:05:59.297Z,31.20801593,121.5714791,0.037805646,13.73363952,13.74,8738,11159.29861,1.54,3,MSLV,-0.276858513,0.801918465
1344100,2023-12-04T03:05:59.397Z,31.20802856,121.5714786,0.050865492,13.83305673,13.73897894,8738,11159.39887,1.540226902,3,MSLV,-0.389328537,0.867985612
1344200,2023-12-04T03:05:59.499Z,31.20804119,121.5714781,0.15235231,13.82929474,13.83,8738,11159.49912,1.52,3,MSLV,-0.370143885,0.757913669
1344300,2023-12-04T03:05:59.599Z,31.20805362,121.5714776,0.11290921,13.67852946,13.83094056,8738,11159.59937,1.52,3,MSLV,-0.243405276,0.780095923
1344400,2023-12-04T03:05:59.699Z,31.20806635,121.5714768,-0.032929071,14.07616472,13.67850677,8738,11159.69963,1.52,3,MSLV,-0.578442509,0.776347343
1344549.993,2023-12-04T03:05:59.849Z,31.2080852,121.5714762,-0.03,13.889,13.92,8738,11159.85,1.545,3,MSLV,-0.332254197,0.826258993
1344600,2023-12-04T03:05:59.900Z,31.20809172,121.571476,0.03197451,14.26786718,13.85021465,8738,11159.90013,1.57,3,MSLV,-0.4,0.845323741
1344700,2023-12-04T03:06:00.000Z,31.20810459,121.5714756,0.019805524,14.11565593,14.26925201,8738,11160.00075,1.57,3,MSLV,-0.30059952,0.783093525
1344800,2023-12-04T03:06:00.101Z,31.20811678,121.5714749,-0.015108682,13.79348319,14.11968035,8738,11160.10064,1.57,3,MSLV,-0.207194245,0.844724221
1344900,2023-12-04T03:06:00.199Z,31.20813027,121.5714743,-0.112660401,14.59717996,13.78127349,8738,11160.20053,1.57,3,MSLV,-0.308992806,0.741366906
1345000,2023-12-04T03:06:00.298Z,31.20814216,121.571474,-0.005911392,13.5126962,14.60852321,8738,11160.30042,1.57,3,MSLV,-0.614388489,0.931055156
1345100,2023-12-04T03:06:00.400Z,31.20815584,121.5714731,0.01307205,14.65393492,13.50128436,8738,11160.40031,1.57,3,MSLV,0.037107156,0.675754134
1345200,2023-12-04T03:06:00.500Z,31.20816823,121.5714728,0.045028641,14.03986702,14.65930444,8738,11160.5002,1.619897711,3,MSLV,-0.261270983,0.812589928
1345300,2023-12-04T03:06:00.600Z,31.20818081,121.5714729,0.059013425,13.97493767,14.31967395,8738,11160.6001,1.569952052,3,MSLV,-0.307314149,0.799280576
1345400,2023-12-04T03:06:00.699Z,31.2081934,121.571473,0.072998466,13.90996139,13.98000895,8738,11160.69999,1.52,3,MSLV,-0.175779376,0.814628297
1345500,2023-12-04T03:06:00.798Z,31.20820628,121.5714725,0.084972062,14.21187853,13.9096356,8738,11160.79988,1.52,3,MSLV,-0.423261391,0.694724221
1345600,2023-12-04T03:06:00.898Z,31.20821927,121.5714722,0.107926352,14.31185501,14.20976985,8738,11160.89977,1.52,3,MSLV,-0.430815348,0.619784173
1345700,2023-12-04T03:06:00.999Z,31.20823236,121.5714718,0.13997967,14.37473232,14.30976282,8738,11160.99966,1.52,3,MSLV,-0.290407674,0.929976019
1345800,2023-12-04T03:06:01.099Z,31.20824544,121.5714714,0.145986544,14.45391478,14.37968602,8738,11161.09955,1.52,3,MSLV,-0.346043165,0.91822542
1345900,2023-12-04T03:06:01.199Z,31.20825856,121.5714711,0.149055556,14.47327778,14.44993464,8738,11161.19967,1.52,3,MSLV,-0.462198662,0.745803357
1346000,2023-12-04T03:06:01.298Z,31.20827147,121.5714706,0.131977445,14.38774574,14.47016404,8738,11161.29979,1.52,3,MSLV,-0.317146283,0.787889688
1346150.022,2023-12-04T03:06:01.449Z,31.20829135,121.5714702,0.1455,14.5615,14.45,8738,11161.45,1.52,3,MSLV,-0.336211031,0.830335731
1346200,2023-12-04T03:06:01.500Z,31.20829841,121.5714701,0.062011534,15.23186851,14.33010765,8738,11161.50004,1.52,3,MSLV,-0.393165468,0.828177458
1346300,2023-12-04T03:06:01.601Z,31.20831132,121.5714695,0.084060874,14.43817621,15.22945534,8738,11161.60016,1.52,3,MSLV,-0.334652278,0.857434053
1346400,2023-12-04T03:06:01.699Z,31.20832464,121.5714694,0.140056389,14.63107612,14.44031014,8738,11161.70028,1.539943611,3,MSLV,-0.277697842,0.665467626
1346500,2023-12-04T03:06:01.798Z,31.20833805,121.571469,0.243741638,14.69993945,14.63012111,8738,11161.8004,1.5,3,MSLV,-0.515227818,0.895683453
1346600,2023-12-04T03:06:01.900Z,31.20835097,121.5714686,0.097099833,14.52675663,14.70989491,8738,11161.90053,1.5,3,MSLV,-0.434431402,0.866464723
1346700,2023-12-04T03:06:02.000Z,31.20836456,121.5714689,0.169855921,14.711424,14.53057632,8738,11162.00041,1.5,3,MSLV,-0.383453237,0.799520384
1346800,2023-12-04T03:06:02.101Z,31.2083781,121.5714685,0.053362256,15.0876743,14.70084783,8738,11162.10077,1.5,3,MSLV,-0.413549161,0.756834532
1346900,2023-12-04T03:06:02.200Z,31.20839125,121.5714679,0.121293764,14.6757909,15.08807924,8738,11162.20113,1.5,3,MSLV,-0.372901679,0.779496403
1347000,2023-12-04T03:06:02.299Z,31.2084046,121.5714685,0.223240628,14.55000531,14.68104227,8738,11162.30149,1.5,3,MSLV,-0.291247002,0.846642686
1347100,2023-12-04T03:06:02.401Z,31.20841914,121.5714682,0.098443536,15.57574118,14.56480497,8738,11162.40185,1.5,3,MSLV,-0.303956835,0.687290168
